text,label,all_old,predicao
governo divulga dia calend rio saque pi pasep idosos ano,economia,governo divulga no dia <digit> calendário de saque do pis pasep para idosos com mais de <digit><digit> anos.,economia
governo diz estrangeiros expulsos brasil,politica,governo diz que <digit><digit><digit> estrangeiros foram expulsos do brasil em <digit><digit><digit><digit>.,politica
governo diz cumpriu teto gastos regra ouro,economia,governo diz que cumpriu teto de gastos e regra de ouro em <digit><digit><digit><digit>.,politica
governo diz reforma previd ncia atinge menos popula sindicato contesta contabilidade,economia,governo diz que reforma da previdência atinge menos de <digit><digit>% da população sindicato contesta contabilidade.,politica
governo ce planeja s rie privatiza e desafogar contas,economia,governo do ce planeja série de privatizações para desafogar contas .,economia
governo df quer tirar dez concess e p papel at dezembro veja raio x,economia,governo do df quer tirar dez concessões e ps do papel até dezembro veja raio-x.,economia
governo e estuda concess pavilh carapina outras parcerias empresas,economia,governo do es estuda a concessão do pavilhão de carapina e outras parcerias com empresas em <digit><digit><digit><digit>.,economia
governo paran prop perdoar d vidas ipva,carros,governo do paraná propõe perdoar dívidas do ipva,economia
governo rn divulga calend rio pagamento ipva,carros,governo do rn divulga calendário de pagamento do ipva <digit><digit><digit><digit>,carros
governo eua avalia nacionalizar rede g,economia,governo dos eua avalia nacionalizar rede <digit>g.,economia
governo contra eventual transfer ncia controle acion rio embraer,economia,governo é contra eventual transferência do controle acionário da embraer.,politica
governo contra eventual transfer ncia controle acion rio embraer,politica,governo é contra eventual transferência do controle acionário da embraer.,politica
governo contra nova concess e reforma previd ncia,politica,governo é contra novas concessões na reforma da previdência .,politica
governo petrobras v formar comiss discutir ce onerosa,economia,governo e petrobras vão formar comissão para discutir cessão onerosa.,politica
governo endurece discurso reforma previd ncia promete retalia deputados infi is,politica,governo endurece discurso pela reforma da previdência e promete retaliação a deputados infiéis.,politica
governo entregar ambul ncias prefeituras indicadas deputados fi is dizem aliados temer minist rio nega,politica,governo entregará ambulâncias a prefeituras indicadas por deputados fiéis dizem aliados de temer ministério nega.,politica
governo espanhol diz crise catalunha j custou bilh pib,economia,governo espanhol diz que crise na catalunha já custou € <digit> bilhão do pib.,economia
governo espera boa compensa petrobras novos po diz meirelles,economia,governo espera boa compensação da petrobras por novos poços diz meirelles.,economia
governo espera repassar gest rg p blicos rodovias iniciativa privada at fim,economia,governo espera repassar gestão de órgãos públicos e rodovias para a iniciativa privada até o fim de <digit><digit><digit><digit>.,economia
governo espera taxon desemprego d gito,politica,governo espera taxa de desemprego de um dígito em <digit><digit><digit><digit>.,economia
governo estima fazer milh per cia benef cio pagos ins mil aux lios doen j cortados,economia,governo estima fazer <digit> <digit> milhão de perícias em benefícios pagos pelo inss <digit><digit><digit> mil auxílios-doença já foram cortados.,economia
governo estima fazer milh per cia benef cio pagos ins mil aux lios doen j cortados,politica,governo estima fazer <digit> <digit> milhão de perícias em benefícios pagos pelo inss <digit><digit><digit> mil auxílios-doença já foram cortados.,economia
governo estuda liberar fgts pagar d vidas fies cr dito consignado,politica,governo estuda liberar fgts para pagar dívidas do fies e do crédito consignado.,economia
governo estuda medidas incentivar economia ocorreu libera fgts diz meirelles,economia,governo estuda medidas para incentivar economia como ocorreu com liberação do fgts diz meirelles.,economia
governo faz novo esfor previd ncia raquel pede pris empres rio gilmar soltou jornais ter,politica,governo faz novo esforço pela previdência raquel pede prisão de empresário que gilmar soltou. jornais de terça <digit> .,politica
governo fecha acordo recupera fiscal rio grande sul,economia,governo fecha acordo de recuperação fiscal com o rio grande do sul.,economia
governo fecha acordo recupera fiscal rio grande sul,politica,governo fecha acordo de recuperação fiscal com o rio grande do sul.,economia
governo federal anuncia libera r milh e escola tempo integral,educacao,governo federal anuncia liberação de r$ <digit><digit><digit> milhões para escola em tempo integral.,politica
governo federal anuncia libera r milh e escola tempo integral,politica,governo federal anuncia liberação de r$ <digit><digit><digit> milhões para escola em tempo integral.,politica
governo federal autoriza abertura novos cursos medicina,educacao,governo federal autoriza a abertura de <digit><digit> novos cursos de medicina.,educacao
governo federal est desde comprar livros literatura escolas p blicas,educacao,governo federal está desde <digit><digit><digit><digit> sem comprar livros de literatura para escolas públicas.,educacao
governo federal gastou r bilh e aux lio moradia ltimos ano aponta levantamento senado,economia,governo federal gastou r$ <digit> <digit> bilhões com auxílio-moradia nos últimos <digit> anos aponta levantamento do senado.,politica
governo federal gastou r bilh e aux lio moradia ltimos ano aponta levantamento senado,politica,governo federal gastou r$ <digit> <digit> bilhões com auxílio-moradia nos últimos <digit> anos aponta levantamento do senado.,politica
governo federal n vender controle embraer boeing diz ministro,economia,governo federal não venderá controle da embraer à boeing diz ministro.,economia
governo federal paga novembro r milh e d vidas atrasadas rj,economia,governo federal paga em novembro r$ <digit><digit><digit> milhões em dívidas atrasadas do rj.,economia
governo federal vai suspender abertura novos cursos medicina diz mec,educacao,governo federal vai suspender a abertura de novos cursos de medicina diz mec.,educacao
governo homologa nova base nacional comum curricular ensinos infantil fundamental,educacao,governo homologa nova base nacional comum curricular dos ensinos infantil e fundamental.,educacao
governo lan edital concurso pol cia civil,economia,governo lança edital para concurso da polícia civil .,economia
governo lan programa levar internet escolas p blicas,educacao,governo lança programa para levar internet a escolas públicas.,educacao
governo lan programa levar internet escolas p blicas,politica,governo lança programa para levar internet a escolas públicas.,educacao
governo lan projeto piloto documento nacional identifica re ne cpf t tulo eleitor,politica,governo lança projeto-piloto do documento nacional de identificação que reúne cpf e título de eleitor.,politica
governo manifesta interesse parceria santander hyundai formar institui financeira,carros,governo manifesta interesse em parceria de santander e hyundai para formar instituição financeira,carros
governo mant m r mil teto mensalidade fies semestre,educacao,governo mantém r$ <digit> mil como teto de mensalidade para fies do <digit>º semestre.,educacao
governo monitora pres dios n v risco rebeli e cascata diz jungmann,politica,governo monitora presídios e não vê risco de rebeliões em cascata diz jungmann.,politica
governo muda dire pf reforma previd ncia desidratada jornais quinta,politica,governo muda direção da pf reforma da previdência é desidratada. jornais de quinta <digit> .,politica
governo n recua sobre indulto agora aguardar decis stf diz ministro,politica,governo não recua sobre indulto agora é aguardar decisão do stf diz ministro.,politica
governo n vai recuar indica cristiane brasil assessores avaliam ideal ptb sugerir outro nome,politica,governo não vai recuar na indicação de cristiane brasil mas assessores avaliam que ideal seria ptb sugerir outro nome .,politica
governo n vai rever valor sal rio m nimo neste ano cortar or amento diz ministro planejamento,economia,governo não vai rever valor do salário mínimo neste ano e cortará orçamento diz ministro do planejamento.,economia
governo pede senado autoriza empr stimo u milh e reforma ensino m dio,educacao,governo pede ao senado autorização de empréstimo de us$ <digit><digit><digit> milhões para a reforma do ensino médio.,politica
governo pede senado autoriza empr stimo u milh e reforma ensino m dio,politica,governo pede ao senado autorização de empréstimo de us$ <digit><digit><digit> milhões para a reforma do ensino médio.,politica
governo pede investiga sobre po vel cartel combust veis,economia,governo pede investigação sobre possível cartel nos combustíveis.,politica
governo planeja mudar regra evitar crime responsabilidade presidentes,economia,governo planeja mudar regra para evitar crime de responsabilidade de presidentes.,politica
governo planeja mudar regra evitar crime responsabilidade presidentes,politica,governo planeja mudar regra para evitar crime de responsabilidade de presidentes.,politica
governo pode obrigado cortar at r bilh e despesas n obrigat rias diz tesouro,economia,governo pode ser obrigado em <digit><digit><digit><digit> a cortar até r$ <digit><digit> bilhões em despesas não obrigatórias diz tesouro.,economia
governo pode obrigado cortar at r bilh e despesas n obrigat rias diz tesouro,politica,governo pode ser obrigado em <digit><digit><digit><digit> a cortar até r$ <digit><digit> bilhões em despesas não obrigatórias diz tesouro.,economia
governo precisa ter atitude aceitar desgaste diz ministro sobre cristiane brasil,politica,governo precisa ter atitude e aceitar desgaste diz ministro sobre cristiane brasil.,politica
governo prepara mp estatal ppsa vender leo uni pr sal,economia,governo prepara mp para estatal ppsa vender óleo da união no pré-sal.,economia
governo pretende descontar aumento servidores conseguir cassar liminar diz ministro,economia,governo pretende descontar aumento a servidores se conseguir cassar liminar diz ministro .,politica
governo prev abertura milh vagas formais,economia,governo prevê abertura de <digit> <digit><digit> milhão de vagas formais em <digit><digit><digit><digit>.,economia
